Chromosome,Strand,Start,End,Methylation_Percentage,GeneName,Tissue,Length,Median_CG_Content
chr15,-,48208124,48208125,62,Random763,brain,883,40.0
chr15,+,48208132,48208133,100,Random763,brain,883,40.0
chr15,-,48208133,48208134,100,Random763,brain,883,40.0
chr15,+,48208531,48208532,0,Random763,brain,883,40.0
chr15,-,48208532,48208533,42,Random763,brain,883,40.0
chr15,+,48208726,48208727,55,Random763,brain,883,40.0
chr15,-,48208727,48208728,50,Random763,brain,883,40.0
chr15,+,51391463,51391464,75,Random652,brain,655,40.0
chr15,-,51391464,51391465,0,Random652,brain,655,40.0
chr15,+,51391520,51391521,0,Random652,brain,655,40.0
chr15,-,51391521,51391522,0,Random652,brain,655,40.0
chr15,+,51391580,51391581,33,Random652,brain,655,40.0
chr15,-,51391581,51391582,50,Random652,brain,655,40.0
chr15,+,51391600,51391601,0,Random652,brain,655,40.0
chr15,-,51391601,51391602,40,Random652,brain,655,40.0
chr15,+,51391667,51391668,66,Random652,brain,655,40.0
chr15,-,51391668,51391669,100,Random652,brain,655,40.0
chr15,+,51391852,51391853,100,Random652,brain,655,40.0
chr15,-,51391853,51391854,63,Random652,brain,655,40.0
chr15,+,51391860,51391861,100,Random652,brain,655,40.0
chr15,-,51391861,51391862,75,Random652,brain,655,40.0
chr15,+,54426737,54426738,7,Random437,brain,812,40.0
chr15,-,54426738,54426739,16,Random437,brain,812,40.0
chr15,+,54426762,54426763,0,Random437,brain,812,40.0
chr15,-,54426763,54426764,0,Random437,brain,812,40.0
chr15,+,54426856,54426857,0,Random437,brain,812,40.0
chr15,-,54426857,54426858,0,Random437,brain,812,40.0
chr15,+,54427186,54427187,0,Random437,brain,812,40.0
chr15,-,54427187,54427188,0,Random437,brain,812,40.0
chr15,+,57438322,57438323,81,Random90,brain,953,60.0
chr15,-,57438323,57438324,85,Random90,brain,953,60.0
chr15,+,57438392,57438393,100,Random90,brain,953,60.0
chr15,-,57438393,57438394,100,Random90,brain,953,60.0
chr15,+,57438400,57438401,90,Random90,brain,953,60.0
chr15,-,57438401,57438402,80,Random90,brain,953,60.0
chr15,+,57438528,57438529,15,Random90,brain,953,60.0
chr15,-,57438529,57438530,33,Random90,brain,953,60.0
chr15,+,57438621,57438622,83,Random90,brain,953,60.0
chr15,-,57438622,57438623,83,Random90,brain,953,60.0
chr15,+,57438647,57438648,100,Random90,brain,953,60.0
chr15,-,57438648,57438649,80,Random90,brain,953,60.0
chr15,+,57438661,57438662,100,Random90,brain,953,60.0
chr15,-,57438662,57438663,100,Random90,brain,953,60.0
chr15,+,57438706,57438707,100,Random90,brain,953,60.0
chr15,-,57438707,57438708,66,Random90,brain,953,60.0
chr15,+,57438757,57438758,100,Random90,brain,953,60.0
chr15,-,57438758,57438759,100,Random90,brain,953,60.0
chr15,-,57438834,57438835,85,Random90,brain,953,60.0
chr15,-,57438837,57438838,100,Random90,brain,953,60.0
chr15,-,57438850,57438851,100,Random90,brain,953,60.0
chr15,-,57438857,57438858,83,Random90,brain,953,60.0
chr15,+,57438872,57438873,0,Random90,brain,953,60.0
chr15,-,57438873,57438874,85,Random90,brain,953,60.0
chr15,-,57438879,57438880,87,Random90,brain,953,60.0
chr15,+,57438891,57438892,0,Random90,brain,953,60.0
chr15,-,57438892,57438893,100,Random90,brain,953,60.0
chr15,-,57438910,57438911,100,Random90,brain,953,60.0
chr15,+,57438967,57438968,100,Random90,brain,953,60.0
chr15,-,57438968,57438969,100,Random90,brain,953,60.0
chr15,+,57438973,57438974,100,Random90,brain,953,60.0
chr15,-,57438974,57438975,90,Random90,brain,953,60.0
chr15,+,57438980,57438981,83,Random90,brain,953,60.0
chr15,-,57438981,57438982,90,Random90,brain,953,60.0
chr15,+,57439025,57439026,84,Random90,brain,953,60.0
chr15,-,57439026,57439027,62,Random90,brain,953,60.0
chr15,+,57439121,57439122,100,Random90,brain,953,60.0
chr15,-,57439122,57439123,75,Random90,brain,953,60.0
chr15,+,57439162,57439163,77,Random90,brain,953,60.0
chr15,-,57439163,57439164,100,Random90,brain,953,60.0
chr15,+,57439171,57439172,75,Random90,brain,953,60.0
chr15,-,57439172,57439173,100,Random90,brain,953,60.0
chr15,+,57439200,57439201,100,Random90,brain,953,60.0
chr15,-,57439201,57439202,75,Random90,brain,953,60.0
chr15,+,57946201,57946202,0,Random226,brain,760,40.0
chr15,-,57946202,57946203,60,Random226,brain,760,40.0
chr15,+,57946287,57946288,0,Random226,brain,760,40.0
chr15,-,57946288,57946289,14,Random226,brain,760,40.0
chr15,+,57946371,57946372,46,Random226,brain,760,40.0
chr15,-,57946372,57946373,62,Random226,brain,760,40.0
chr15,+,57946434,57946435,38,Random226,brain,760,40.0
chr15,-,57946435,57946436,36,Random226,brain,760,40.0
chr15,+,57946641,57946642,29,Random226,brain,760,40.0
chr15,-,57946642,57946643,33,Random226,brain,760,40.0
chr15,+,57946700,57946701,27,Random226,brain,760,40.0
chr15,-,57946701,57946702,0,Random226,brain,760,40.0
chr15,+,58551880,58551881,16,Random336,brain,1064,60.0
chr15,-,58551881,58551882,33,Random336,brain,1064,60.0
chr15,+,58551928,58551929,33,Random336,brain,1064,60.0
chr15,-,58551929,58551930,20,Random336,brain,1064,60.0
chr15,+,58551941,58551942,80,Random336,brain,1064,60.0
chr15,-,58551942,58551943,60,Random336,brain,1064,60.0
chr15,+,58551980,58551981,88,Random336,brain,1064,60.0
chr15,-,58551981,58551982,66,Random336,brain,1064,60.0
chr15,+,58551983,58551984,88,Random336,brain,1064,60.0
chr15,-,58551984,58551985,100,Random336,brain,1064,60.0
chr15,+,58551992,58551993,100,Random336,brain,1064,60.0
chr15,-,58551993,58551994,66,Random336,brain,1064,60.0
chr15,+,58552005,58552006,100,Random336,brain,1064,60.0
chr15,-,58552006,58552007,100,Random336,brain,1064,60.0
chr15,+,58552083,58552084,62,Random336,brain,1064,60.0
chr15,-,58552084,58552085,83,Random336,brain,1064,60.0
chr15,+,58552093,58552094,100,Random336,brain,1064,60.0
chr15,-,58552094,58552095,83,Random336,brain,1064,60.0
chr15,+,58552110,58552111,100,Random336,brain,1064,60.0
chr15,-,58552111,58552112,100,Random336,brain,1064,60.0
chr15,+,58552159,58552160,100,Random336,brain,1064,60.0
chr15,-,58552160,58552161,100,Random336,brain,1064,60.0
chr15,+,58552185,58552186,80,Random336,brain,1064,60.0
chr15,-,58552186,58552187,100,Random336,brain,1064,60.0
chr15,+,58552201,58552202,75,Random336,brain,1064,60.0
chr15,-,58552202,58552203,100,Random336,brain,1064,60.0
chr15,+,58552228,58552229,100,Random336,brain,1064,60.0
chr15,-,58552229,58552230,80,Random336,brain,1064,60.0
chr15,+,58552284,58552285,100,Random336,brain,1064,60.0
chr15,-,58552285,58552286,100,Random336,brain,1064,60.0
chr15,+,58552300,58552301,0,Random336,brain,1064,60.0
chr15,-,58552301,58552302,75,Random336,brain,1064,60.0
chr15,+,58552340,58552341,100,Random336,brain,1064,60.0
chr15,-,58552341,58552342,100,Random336,brain,1064,60.0
chr15,+,58552383,58552384,100,Random336,brain,1064,60.0
chr15,-,58552384,58552385,87,Random336,brain,1064,60.0
chr15,+,58552386,58552387,100,Random336,brain,1064,60.0
chr15,-,58552387,58552388,87,Random336,brain,1064,60.0
chr15,+,58552403,58552404,66,Random336,brain,1064,60.0
chr15,-,58552404,58552405,100,Random336,brain,1064,60.0
chr15,+,58552426,58552427,100,Random336,brain,1064,60.0
chr15,-,58552427,58552428,92,Random336,brain,1064,60.0
chr15,+,58552447,58552448,100,Random336,brain,1064,60.0
chr15,-,58552448,58552449,91,Random336,brain,1064,60.0
chr15,-,58552518,58552519,90,Random336,brain,1064,60.0
chr15,-,58552540,58552541,87,Random336,brain,1064,60.0
chr15,-,58552554,58552555,54,Random336,brain,1064,60.0
chr15,-,58552581,58552582,80,Random336,brain,1064,60.0
chr15,-,58552611,58552612,100,Random336,brain,1064,60.0
chr15,-,58552614,58552615,100,Random336,brain,1064,60.0
chr15,-,58552645,58552646,100,Random336,brain,1064,60.0
chr15,-,58552648,58552649,80,Random336,brain,1064,60.0
chr15,+,58552655,58552656,100,Random336,brain,1064,60.0
chr15,-,58552656,58552657,100,Random336,brain,1064,60.0
chr15,+,58552672,58552673,100,Random336,brain,1064,60.0
chr15,-,58552673,58552674,100,Random336,brain,1064,60.0
chr15,+,58552680,58552681,100,Random336,brain,1064,60.0
chr15,-,58552681,58552682,100,Random336,brain,1064,60.0
chr15,+,58552764,58552765,100,Random336,brain,1064,60.0
chr15,-,58552765,58552766,100,Random336,brain,1064,60.0
chr15,+,59048581,59048582,95,Random712,brain,918,40.0
chr15,-,59048582,59048583,100,Random712,brain,918,40.0
chr15,+,59048887,59048888,100,Random712,brain,918,40.0
chr15,-,59048888,59048889,100,Random712,brain,918,40.0
chr15,+,59049035,59049036,100,Random712,brain,918,40.0
chr15,-,59049036,59049037,100,Random712,brain,918,40.0
chr15,+,59049044,59049045,100,Random712,brain,918,40.0
chr15,-,59049045,59049046,100,Random712,brain,918,40.0
chr15,+,59049191,59049192,100,Random712,brain,918,40.0
chr15,-,59049192,59049193,97,Random712,brain,918,40.0
chr15,+,59049310,59049311,100,Random712,brain,918,40.0
chr15,-,59049311,59049312,97,Random712,brain,918,40.0
chr15,+,64119273,64119274,75,Random118,brain,1305,40.0
chr15,-,64119274,64119275,100,Random118,brain,1305,40.0
chr15,+,64119286,64119287,100,Random118,brain,1305,40.0
chr15,-,64119287,64119288,83,Random118,brain,1305,40.0
chr15,+,64119388,64119389,100,Random118,brain,1305,40.0
chr15,-,64119389,64119390,100,Random118,brain,1305,40.0
chr15,+,64119410,64119411,100,Random118,brain,1305,40.0
chr15,-,64119411,64119412,100,Random118,brain,1305,40.0
chr15,+,64119595,64119596,100,Random118,brain,1305,40.0
chr15,-,64119596,64119597,100,Random118,brain,1305,40.0
chr15,+,64119605,64119606,100,Random118,brain,1305,40.0
chr15,-,64119606,64119607,100,Random118,brain,1305,40.0
chr15,+,64119637,64119638,100,Random118,brain,1305,40.0
chr15,-,64119638,64119639,100,Random118,brain,1305,40.0
chr15,+,64119647,64119648,92,Random118,brain,1305,40.0
chr15,-,64119648,64119649,100,Random118,brain,1305,40.0
chr15,+,64120293,64120294,100,Random118,brain,1305,40.0
chr15,-,64120294,64120295,91,Random118,brain,1305,40.0
chr15,+,64120355,64120356,100,Random118,brain,1305,40.0
chr15,-,64120356,64120357,100,Random118,brain,1305,40.0
chr15,+,65091382,65091383,100,Random71,brain,1383,40.0
chr15,-,65091383,65091384,100,Random71,brain,1383,40.0
chr15,-,65091405,65091406,100,Random71,brain,1383,40.0
chr15,-,65091469,65091470,100,Random71,brain,1383,40.0
chr15,+,65091522,65091523,50,Random71,brain,1383,40.0
chr15,-,65091523,65091524,100,Random71,brain,1383,40.0
chr15,+,65091526,65091527,100,Random71,brain,1383,40.0
chr15,-,65091527,65091528,100,Random71,brain,1383,40.0
chr15,+,65091531,65091532,100,Random71,brain,1383,40.0
chr15,-,65091532,65091533,80,Random71,brain,1383,40.0
chr15,+,65091679,65091680,100,Random71,brain,1383,40.0
chr15,-,65091680,65091681,80,Random71,brain,1383,40.0
chr15,+,65091978,65091979,100,Random71,brain,1383,40.0
chr15,-,65091979,65091980,100,Random71,brain,1383,40.0
chr15,+,65091997,65091998,100,Random71,brain,1383,40.0
chr15,-,65091998,65091999,100,Random71,brain,1383,40.0
chr15,-,65092096,65092097,83,Random71,brain,1383,40.0
chr15,+,65092108,65092109,50,Random71,brain,1383,40.0
chr15,-,65092109,65092110,60,Random71,brain,1383,40.0
chr15,+,65092183,65092184,100,Random71,brain,1383,40.0
chr15,-,65092184,65092185,83,Random71,brain,1383,40.0
chr15,+,65092203,65092204,100,Random71,brain,1383,40.0
chr15,-,65092204,65092205,100,Random71,brain,1383,40.0
chr15,+,65092305,65092306,33,Random71,brain,1383,40.0
chr15,-,65092306,65092307,100,Random71,brain,1383,40.0
chr15,+,65092355,65092356,100,Random71,brain,1383,40.0
chr15,-,65092356,65092357,100,Random71,brain,1383,40.0
chr15,+,65092379,65092380,100,Random71,brain,1383,40.0
chr15,-,65092380,65092381,100,Random71,brain,1383,40.0
chr15,+,65092536,65092537,62,Random71,brain,1383,40.0
chr15,-,65092537,65092538,66,Random71,brain,1383,40.0
chr15,+,65092591,65092592,100,Random71,brain,1383,40.0
chr15,-,65092592,65092593,100,Random71,brain,1383,40.0
chr15,+,65092631,65092632,66,Random71,brain,1383,40.0
chr15,-,65092632,65092633,100,Random71,brain,1383,40.0
chr15,+,66677269,66677270,100,Random62,brain,1179,60.0
chr15,-,66677270,66677271,100,Random62,brain,1179,60.0
chr15,+,66677665,66677666,100,Random62,brain,1179,60.0
chr15,-,66677666,66677667,100,Random62,brain,1179,60.0
chr15,+,66677932,66677933,31,Random62,brain,1179,60.0
chr15,-,66677933,66677934,0,Random62,brain,1179,60.0
chr15,+,66678069,66678070,76,Random62,brain,1179,60.0
chr15,+,66678209,66678210,83,Random62,brain,1179,60.0
chr15,-,66678210,66678211,0,Random62,brain,1179,60.0
chr15,+,66678224,66678225,90,Random62,brain,1179,60.0
chr15,-,66678225,66678226,100,Random62,brain,1179,60.0
chr15,+,66678390,66678391,83,Random62,brain,1179,60.0
chr15,-,66678391,66678392,90,Random62,brain,1179,60.0
chr15,+,67475093,67475094,95,Random51,brain,1250,40.0
chr15,-,67475094,67475095,66,Random51,brain,1250,40.0
chr15,+,67475213,67475214,89,Random51,brain,1250,40.0
chr15,-,67475214,67475215,100,Random51,brain,1250,40.0
chr15,+,67475216,67475217,94,Random51,brain,1250,40.0
chr15,-,67475217,67475218,100,Random51,brain,1250,40.0
chr15,+,67475241,67475242,100,Random51,brain,1250,40.0
chr15,-,67475242,67475243,100,Random51,brain,1250,40.0
chr15,+,67475255,67475256,100,Random51,brain,1250,40.0
chr15,-,67475256,67475257,100,Random51,brain,1250,40.0
chr15,+,67475610,67475611,90,Random51,brain,1250,40.0
chr15,-,67475611,67475612,94,Random51,brain,1250,40.0
chr15,+,67475710,67475711,87,Random51,brain,1250,40.0
chr15,-,67475711,67475712,100,Random51,brain,1250,40.0
chr15,+,67475845,67475846,87,Random51,brain,1250,40.0
chr15,-,67475846,67475847,75,Random51,brain,1250,40.0
chr15,+,67475921,67475922,100,Random51,brain,1250,40.0
chr15,-,67475922,67475923,100,Random51,brain,1250,40.0
chr15,+,67475929,67475930,100,Random51,brain,1250,40.0
chr15,-,67475930,67475931,100,Random51,brain,1250,40.0
chr15,+,67475975,67475976,100,Random51,brain,1250,40.0
chr15,-,67475976,67475977,100,Random51,brain,1250,40.0
chr15,+,67476020,67476021,100,Random51,brain,1250,40.0
chr15,-,67476021,67476022,100,Random51,brain,1250,40.0
chr15,-,67476234,67476235,75,Random51,brain,1250,40.0
chr15,+,67839950,67839951,0,RNU6-9,brain,106,60.0
chr15,-,67839951,67839952,0,RNU6-9,brain,106,60.0
chr15,+,67839957,67839958,3,RNU6-9,brain,106,60.0
chr15,-,67839958,67839959,0,RNU6-9,brain,106,60.0
chr15,+,67839965,67839966,0,RNU6-9,brain,106,60.0
chr15,-,67839966,67839967,0,RNU6-9,brain,106,60.0
chr15,+,67839978,67839979,0,RNU6-9,brain,106,60.0
chr15,-,67839979,67839980,0,RNU6-9,brain,106,60.0
chr15,+,67840007,67840008,0,RNU6-9,brain,106,60.0
chr15,-,67840008,67840009,0,RNU6-9,brain,106,60.0
chr15,+,67840033,67840034,6,RNU6-9,brain,106,60.0
chr15,-,67840034,67840035,0,RNU6-9,brain,106,60.0
chr15,+,67840038,67840039,0,RNU6-9,brain,106,60.0
chr15,-,67840039,67840040,0,RNU6-9,brain,106,60.0
chr15,+,67840044,67840045,0,RNU6-9,brain,106,60.0
chr15,+,72712582,72712583,82,Random402,brain,439,40.0
chr15,-,72712583,72712584,84,Random402,brain,439,40.0
chr15,+,72995537,72995538,100,Random691,brain,477,40.0
chr15,-,72995538,72995539,80,Random691,brain,477,40.0
chr15,+,72995572,72995573,40,Random691,brain,477,40.0
chr15,-,72995573,72995574,45,Random691,brain,477,40.0
chr15,+,72995688,72995689,75,Random691,brain,477,40.0
chr15,-,72995689,72995690,60,Random691,brain,477,40.0
chr15,+,72995707,72995708,66,Random691,brain,477,40.0
chr15,-,72995708,72995709,87,Random691,brain,477,40.0
chr15,+,72995713,72995714,100,Random691,brain,477,40.0
chr15,-,72995714,72995715,100,Random691,brain,477,40.0
chr15,+,72995732,72995733,100,Random691,brain,477,40.0
chr15,-,72995733,72995734,100,Random691,brain,477,40.0
chr15,+,72995865,72995866,42,Random691,brain,477,40.0
chr15,-,72995866,72995867,72,Random691,brain,477,40.0
chr15,-,74098976,74098977,100,Random349,brain,1396,60.0
chr15,-,74099000,74099001,50,Random349,brain,1396,60.0
chr15,-,74099056,74099057,100,Random349,brain,1396,60.0
chr15,-,74099125,74099126,100,Random349,brain,1396,60.0
chr15,-,74099185,74099186,100,Random349,brain,1396,60.0
chr15,-,74099268,74099269,87,Random349,brain,1396,60.0
chr15,-,74099281,74099282,100,Random349,brain,1396,60.0
chr15,-,74099461,74099462,100,Random349,brain,1396,60.0
chr15,-,74099471,74099472,80,Random349,brain,1396,60.0
chr15,-,74099975,74099976,0,Random349,brain,1396,60.0
chr15,-,74100001,74100002,0,Random349,brain,1396,60.0
chr15,-,74100005,74100006,0,Random349,brain,1396,60.0
chr15,-,74100024,74100025,100,Random349,brain,1396,60.0
chr15,-,74100033,74100034,100,Random349,brain,1396,60.0
chr15,-,74100047,74100048,100,Random349,brain,1396,60.0
chr15,-,74100082,74100083,100,Random349,brain,1396,60.0
chr15,+,74100085,74100086,0,Random349,brain,1396,60.0
chr15,-,74100086,74100087,66,Random349,brain,1396,60.0
chr15,+,74100102,74100103,0,Random349,brain,1396,60.0
chr15,-,74100103,74100104,25,Random349,brain,1396,60.0
chr15,+,74100107,74100108,0,Random349,brain,1396,60.0
chr15,-,74100108,74100109,33,Random349,brain,1396,60.0
chr15,+,74100131,74100132,0,Random349,brain,1396,60.0
chr15,-,74100132,74100133,0,Random349,brain,1396,60.0
chr15,-,74100138,74100139,25,Random349,brain,1396,60.0
chr15,+,77528904,77528905,87,Random609,brain,834,60.0
chr15,-,77528905,77528906,90,Random609,brain,834,60.0
chr15,+,77528915,77528916,100,Random609,brain,834,60.0
chr15,-,77528916,77528917,90,Random609,brain,834,60.0
chr15,+,77528977,77528978,100,Random609,brain,834,60.0
chr15,-,77528978,77528979,77,Random609,brain,834,60.0
chr15,+,77528987,77528988,75,Random609,brain,834,60.0
chr15,-,77528988,77528989,40,Random609,brain,834,60.0
chr15,+,77529062,77529063,100,Random609,brain,834,60.0
chr15,-,77529063,77529064,80,Random609,brain,834,60.0
chr15,-,77529104,77529105,100,Random609,brain,834,60.0
chr15,-,77529136,77529137,100,Random609,brain,834,60.0
chr15,-,77529140,77529141,75,Random609,brain,834,60.0
chr15,+,77529167,77529168,100,Random609,brain,834,60.0
chr15,-,77529168,77529169,60,Random609,brain,834,60.0
chr15,+,77529171,77529172,100,Random609,brain,834,60.0
chr15,-,77529172,77529173,60,Random609,brain,834,60.0
chr15,+,77529210,77529211,0,Random609,brain,834,60.0
chr15,-,77529211,77529212,100,Random609,brain,834,60.0
chr15,+,77529219,77529220,100,Random609,brain,834,60.0
chr15,-,77529220,77529221,100,Random609,brain,834,60.0
chr15,+,77529221,77529222,100,Random609,brain,834,60.0
chr15,-,77529222,77529223,100,Random609,brain,834,60.0
chr15,+,77529253,77529254,100,Random609,brain,834,60.0
chr15,-,77529254,77529255,66,Random609,brain,834,60.0
chr15,+,77529377,77529378,100,Random609,brain,834,60.0
chr15,-,77529378,77529379,100,Random609,brain,834,60.0
chr15,+,77529459,77529460,50,Random609,brain,834,60.0
chr15,-,77529460,77529461,100,Random609,brain,834,60.0
chr15,+,77529504,77529505,100,Random609,brain,834,60.0
chr15,-,77529505,77529506,100,Random609,brain,834,60.0
chr15,+,77529515,77529516,100,Random609,brain,834,60.0
chr15,-,77529516,77529517,100,Random609,brain,834,60.0
chr15,+,77529553,77529554,0,Random609,brain,834,60.0
chr15,-,77529554,77529555,100,Random609,brain,834,60.0
chr15,+,77529559,77529560,100,Random609,brain,834,60.0
chr15,-,77529560,77529561,100,Random609,brain,834,60.0
chr15,-,77529596,77529597,100,Random609,brain,834,60.0
chr15,+,77529649,77529650,100,Random609,brain,834,60.0
chr15,-,77529650,77529651,100,Random609,brain,834,60.0
chr15,+,77529663,77529664,100,Random609,brain,834,60.0
chr15,-,77529664,77529665,100,Random609,brain,834,60.0
chr15,+,80365480,80365481,66,Random440,brain,1380,40.0
chr15,-,80365481,80365482,33,Random440,brain,1380,40.0
chr15,+,80365571,80365572,0,Random440,brain,1380,40.0
chr15,-,80365572,80365573,0,Random440,brain,1380,40.0
chr15,+,80365706,80365707,16,Random440,brain,1380,40.0
chr15,-,80365707,80365708,0,Random440,brain,1380,40.0
chr15,+,80366144,80366145,100,Random440,brain,1380,40.0
chr15,-,80366145,80366146,80,Random440,brain,1380,40.0
chr15,+,80366203,80366204,25,Random440,brain,1380,40.0
chr15,-,80366204,80366205,100,Random440,brain,1380,40.0
chr15,+,80366234,80366235,20,Random440,brain,1380,40.0
chr15,-,80366235,80366236,50,Random440,brain,1380,40.0
chr15,+,80366273,80366274,33,Random440,brain,1380,40.0
chr15,-,80366274,80366275,25,Random440,brain,1380,40.0
chr15,+,80366352,80366353,25,Random440,brain,1380,40.0
chr15,-,80366353,80366354,25,Random440,brain,1380,40.0
chr15,+,80366414,80366415,83,Random440,brain,1380,40.0
chr15,-,80366415,80366416,87,Random440,brain,1380,40.0
chr15,+,80366562,80366563,100,Random440,brain,1380,40.0
chr15,-,80366563,80366564,37,Random440,brain,1380,40.0
chr15,+,80366778,80366779,100,Random440,brain,1380,40.0
chr15,-,80366779,80366780,0,Random440,brain,1380,40.0
chr15,+,87701716,87701717,50,Random34,brain,705,40.0
chr15,-,87701717,87701718,51,Random34,brain,705,40.0
chr15,+,87702131,87702132,28,Random34,brain,705,40.0
chr15,-,87702132,87702133,42,Random34,brain,705,40.0
chr15,+,89335075,89335076,0,TRR-TCG1-1,brain,72,60.0
chr15,-,89335076,89335077,0,TRR-TCG1-1,brain,72,60.0
chr15,+,89335077,89335078,0,TRR-TCG1-1,brain,72,60.0
chr15,-,89335078,89335079,0,TRR-TCG1-1,brain,72,60.0
chr15,+,89335096,89335097,0,TRR-TCG1-1,brain,72,60.0
chr15,-,89335097,89335098,0,TRR-TCG1-1,brain,72,60.0
chr15,+,89335106,89335107,0,TRR-TCG1-1,brain,72,60.0
chr15,-,89335107,89335108,0,TRR-TCG1-1,brain,72,60.0
chr15,+,89335127,89335128,0,TRR-TCG1-1,brain,72,60.0
chr15,-,89335128,89335129,0,TRR-TCG1-1,brain,72,60.0
chr15,+,89335137,89335138,0,TRR-TCG1-1,brain,72,60.0
chr15,-,89335138,89335139,0,TRR-TCG1-1,brain,72,60.0
chr15,+,89335139,89335140,0,TRR-TCG1-1,brain,72,60.0
chr15,-,89335140,89335141,0,TRR-TCG1-1,brain,72,60.0
chr15,+,89335143,89335144,0,TRR-TCG1-1,brain,72,60.0
chr15,-,89335144,89335145,20,TRR-TCG1-1,brain,72,60.0
chr15,+,90954340,90954341,100,RCCD1-AS1,brain,158,40.0
chr15,-,90954341,90954342,100,RCCD1-AS1,brain,158,40.0
chr15,+,90954365,90954366,100,RCCD1-AS1,brain,158,40.0
chr15,-,90954366,90954367,100,RCCD1-AS1,brain,158,40.0
chr15,+,90954410,90954411,92,RCCD1-AS1,brain,158,40.0
chr15,-,90954411,90954412,100,RCCD1-AS1,brain,158,40.0
chr15,+,95162139,95162140,0,Random484,brain,874,40.0
chr15,-,95162140,95162141,0,Random484,brain,874,40.0
chr15,+,95162196,95162197,0,Random484,brain,874,40.0
chr15,-,95162197,95162198,0,Random484,brain,874,40.0
chr15,+,95162395,95162396,0,Random484,brain,874,40.0
chr15,-,95162396,95162397,0,Random484,brain,874,40.0
chr16,+,636737,636738,0,TRG-CCC2-1,brain,70,60.0
chr16,-,636738,636739,0,TRG-CCC2-1,brain,70,60.0
chr16,+,636740,636741,0,TRG-CCC2-1,brain,70,60.0
chr16,-,636741,636742,0,TRG-CCC2-1,brain,70,60.0
chr16,+,636744,636745,0,TRG-CCC2-1,brain,70,60.0
chr16,-,636745,636746,0,TRG-CCC2-1,brain,70,60.0
chr16,+,636751,636752,0,TRG-CCC2-1,brain,70,60.0
chr16,-,636752,636753,0,TRG-CCC2-1,brain,70,60.0
chr16,+,636757,636758,0,TRG-CCC2-1,brain,70,60.0
chr16,-,636758,636759,0,TRG-CCC2-1,brain,70,60.0
chr16,+,636762,636763,0,TRG-CCC2-1,brain,70,60.0
chr16,-,636763,636764,0,TRG-CCC2-1,brain,70,60.0
chr16,+,636800,636801,0,TRG-CCC2-1,brain,70,60.0
chr16,-,636801,636802,0,TRG-CCC2-1,brain,70,60.0
chr16,+,636803,636804,0,TRG-CCC2-1,brain,70,60.0
chr16,-,636804,636805,0,TRG-CCC2-1,brain,70,60.0
chr16,-,2460884,2460885,50,Random912,brain,724,60.0
chr16,-,2460890,2460891,100,Random912,brain,724,60.0
chr16,+,2460909,2460910,100,Random912,brain,724,60.0
chr16,-,2460910,2460911,50,Random912,brain,724,60.0
chr16,+,2460968,2460969,100,Random912,brain,724,60.0
chr16,-,2460969,2460970,100,Random912,brain,724,60.0
chr16,+,2460978,2460979,100,Random912,brain,724,60.0
chr16,-,2460979,2460980,100,Random912,brain,724,60.0
chr16,+,2460986,2460987,100,Random912,brain,724,60.0
chr16,-,2460987,2460988,100,Random912,brain,724,60.0
chr16,+,2461025,2461026,75,Random912,brain,724,60.0
chr16,-,2461026,2461027,100,Random912,brain,724,60.0
chr16,+,2461045,2461046,66,Random912,brain,724,60.0
chr16,-,2461046,2461047,100,Random912,brain,724,60.0
chr16,+,2461055,2461056,66,Random912,brain,724,60.0
chr16,-,2461056,2461057,100,Random912,brain,724,60.0
chr16,+,2461081,2461082,66,Random912,brain,724,60.0
chr16,-,2461082,2461083,100,Random912,brain,724,60.0
chr16,+,2461084,2461085,100,Random912,brain,724,60.0
chr16,-,2461085,2461086,100,Random912,brain,724,60.0
chr16,+,2461111,2461112,25,Random912,brain,724,60.0
chr16,-,2461112,2461113,0,Random912,brain,724,60.0
chr16,+,2461129,2461130,33,Random912,brain,724,60.0
chr16,+,2461148,2461149,50,Random912,brain,724,60.0
chr16,-,2461149,2461150,100,Random912,brain,724,60.0
chr16,-,2461180,2461181,100,Random912,brain,724,60.0
chr16,-,2461235,2461236,100,Random912,brain,724,60.0
chr16,-,2461327,2461328,0,Random912,brain,724,60.0
chr16,-,2461506,2461507,50,Random912,brain,724,60.0
chr16,+,3152903,3152904,0,tRNA-Arg-CCT-3-1,brain,72,60.0
chr16,-,3152904,3152905,0,tRNA-Arg-CCT-3-1,brain,72,60.0
chr16,+,3152954,3152955,0,tRNA-Arg-CCT-3-1,brain,72,60.0
chr16,-,3152955,3152956,0,tRNA-Arg-CCT-3-1,brain,72,60.0
chr16,+,3152965,3152966,0,tRNA-Arg-CCT-3-1,brain,72,60.0
chr16,-,3152966,3152967,0,tRNA-Arg-CCT-3-1,brain,72,60.0
chr16,-,3157405,3157406,0,TRK-CTT3-1,brain,72,60.0
chr16,+,3157411,3157412,0,TRK-CTT3-1,brain,72,60.0
chr16,-,3157412,3157413,5,TRK-CTT3-1,brain,72,60.0
chr16,+,3157420,3157421,0,TRK-CTT3-1,brain,72,60.0
chr16,-,3157421,3157422,4,TRK-CTT3-1,brain,72,60.0
chr16,+,3157428,3157429,0,TRK-CTT3-1,brain,72,60.0
chr16,-,3157429,3157430,5,TRK-CTT3-1,brain,72,60.0
