Chromosome,Strand,Start,End,Methylation_Percentage,GeneName,Tissue,Length,Median_CG_Content
chr1,-,169420805,169420806,0.0,Random10,epithelium,1123,40.0
chr1,+,169420811,169420812,0.0,Random10,epithelium,1123,40.0
chr1,-,169420827,169420828,3.0,Random10,epithelium,1123,40.0
chr1,-,169420828,169420829,0.0,Random10,epithelium,1123,40.0
chr1,-,169420829,169420830,0.0,Random10,epithelium,1123,40.0
chr1,+,169420833,169420834,2.0,Random10,epithelium,1123,40.0
chr1,-,169420839,169420840,2.0,Random10,epithelium,1123,40.0
chr1,-,169420840,169420841,0.0,Random10,epithelium,1123,40.0
chr1,+,169420841,169420842,0.0,Random10,epithelium,1123,40.0
chr1,-,169420847,169420848,0.0,Random10,epithelium,1123,40.0
chr1,-,169420848,169420849,0.0,Random10,epithelium,1123,40.0
chr1,-,169420850,169420851,0.0,Random10,epithelium,1123,40.0
chr1,+,169420852,169420853,0.0,Random10,epithelium,1123,40.0
chr1,-,169420863,169420864,0.0,Random10,epithelium,1123,40.0
chr1,-,169420871,169420872,0.0,Random10,epithelium,1123,40.0
chr1,-,169420872,169420873,0.0,Random10,epithelium,1123,40.0
chr1,+,169420873,169420874,0.0,Random10,epithelium,1123,40.0
chr1,+,169420880,169420881,0.0,Random10,epithelium,1123,40.0
chr1,+,169420892,169420893,0.0,Random10,epithelium,1123,40.0
chr1,+,169420897,169420898,0.0,Random10,epithelium,1123,40.0
chr1,+,169420899,169420900,0.0,Random10,epithelium,1123,40.0
chr1,-,169420903,169420904,3.0,Random10,epithelium,1123,40.0
chr1,-,169420912,169420913,0.0,Random10,epithelium,1123,40.0
chr1,-,169420917,169420918,0.0,Random10,epithelium,1123,40.0
chr1,-,169420921,169420922,0.0,Random10,epithelium,1123,40.0
chr1,+,169420922,169420923,3.0,Random10,epithelium,1123,40.0
chr1,-,169420926,169420927,0.0,Random10,epithelium,1123,40.0
chr1,+,169420929,169420930,0.0,Random10,epithelium,1123,40.0
chr1,+,169420934,169420935,0.0,Random10,epithelium,1123,40.0
chr1,-,169420937,169420938,0.0,Random10,epithelium,1123,40.0
chr1,+,169420941,169420942,0.0,Random10,epithelium,1123,40.0
chr1,+,169420943,169420944,0.0,Random10,epithelium,1123,40.0
chr1,-,169420946,169420947,2.0,Random10,epithelium,1123,40.0
chr1,+,169420947,169420948,0.0,Random10,epithelium,1123,40.0
chr1,+,204506527,204506528,0.0,TRK-TTT3-2,epithelium,72,60.0
chr1,-,204506535,204506536,0.0,TRK-TTT3-2,epithelium,72,60.0
chr1,+,204506536,204506537,0.0,TRK-TTT3-2,epithelium,72,60.0
chr1,-,204506547,204506548,6.0,TRK-TTT3-2,epithelium,72,60.0
chr1,-,204506549,204506550,0.0,TRK-TTT3-2,epithelium,72,60.0
chr1,+,204506550,204506551,0.0,TRK-TTT3-2,epithelium,72,60.0
chr1,+,204506557,204506558,0.0,TRK-TTT3-2,epithelium,72,60.0
chr1,-,204506569,204506570,0.0,TRK-TTT3-2,epithelium,72,60.0
chr1,-,204506570,204506571,0.0,TRK-TTT3-2,epithelium,72,60.0
chr1,-,204506571,204506572,0.0,TRK-TTT3-2,epithelium,72,60.0
chr1,+,204506573,204506574,4.0,TRK-TTT3-2,epithelium,72,60.0
chr1,-,204506577,204506578,0.0,TRK-TTT3-2,epithelium,72,60.0
chr1,-,204506578,204506579,0.0,TRK-TTT3-2,epithelium,72,60.0
chr1,+,204506581,204506582,0.0,TRK-TTT3-2,epithelium,72,60.0
chr1,-,204506584,204506585,0.0,TRK-TTT3-2,epithelium,72,60.0
chr1,+,204506586,204506587,0.0,TRK-TTT3-2,epithelium,72,60.0
chr1,+,204506587,204506588,3.0,TRK-TTT3-2,epithelium,72,60.0
chr1,-,204506596,204506597,0.0,TRK-TTT3-2,epithelium,72,60.0
chr1,-,222465005,222465005,0.0,TRT-TGT2-1,epithelium,72,60.0
chr1,-,222465005,222465006,0.0,TRT-TGT2-1,epithelium,72,60.0
chr1,+,222465006,222465007,0.0,TRT-TGT2-1,epithelium,72,60.0
chr1,+,222465008,222465009,0.0,TRT-TGT2-1,epithelium,72,60.0
chr1,+,222465009,222465010,0.0,TRT-TGT2-1,epithelium,72,60.0
chr1,-,222465013,222465014,0.0,TRT-TGT2-1,epithelium,72,60.0
chr1,+,222465014,222465015,0.0,TRT-TGT2-1,epithelium,72,60.0
chr1,-,222465020,222465021,0.0,TRT-TGT2-1,epithelium,72,60.0
chr1,-,222465021,222465022,0.0,TRT-TGT2-1,epithelium,72,60.0
chr1,-,222465025,222465026,0.0,TRT-TGT2-1,epithelium,72,60.0
chr1,-,222465027,222465028,0.0,TRT-TGT2-1,epithelium,72,60.0
chr1,+,222465028,222465029,0.0,TRT-TGT2-1,epithelium,72,60.0
chr1,-,222465033,222465034,0.0,TRT-TGT2-1,epithelium,72,60.0
chr1,+,222465035,222465036,0.0,TRT-TGT2-1,epithelium,72,60.0
chr1,-,222465038,222465039,0.0,TRT-TGT2-1,epithelium,72,60.0
chr1,+,222465043,222465044,0.0,TRT-TGT2-1,epithelium,72,60.0
chr1,-,222465047,222465048,0.0,TRT-TGT2-1,epithelium,72,60.0
chr1,-,222465048,222465049,0.0,TRT-TGT2-1,epithelium,72,60.0
chr1,-,222465049,222465050,0.0,TRT-TGT2-1,epithelium,72,60.0
chr1,-,222465056,222465057,0.0,TRT-TGT2-1,epithelium,72,60.0
chr1,+,222465063,222465064,0.0,TRT-TGT2-1,epithelium,72,60.0
chr1,+,222465064,222465065,0.0,TRT-TGT2-1,epithelium,72,60.0
chr1,-,222465071,222465072,0.0,TRT-TGT2-1,epithelium,72,60.0
chr1,-,222465072,222465073,0.0,TRT-TGT2-1,epithelium,72,60.0
chr1,-,222465073,222465074,0.0,TRT-TGT2-1,epithelium,72,60.0
chr1,+,222465074,222465075,0.0,TRT-TGT2-1,epithelium,72,60.0
chr1,+,222465075,222465076,0.0,TRT-TGT2-1,epithelium,72,60.0
chr1,+,222465077,222465077,0.0,TRT-TGT2-1,epithelium,72,60.0
chr10,-,21677996,21677997,0.0,Random14,epithelium,733,40.0
chr10,-,21677998,21677999,0.0,Random14,epithelium,733,40.0
chr10,-,21678000,21678001,0.0,Random14,epithelium,733,40.0
chr10,-,21678004,21678005,0.0,Random14,epithelium,733,40.0
chr10,+,21678006,21678007,0.0,Random14,epithelium,733,40.0
chr10,-,21678009,21678010,0.0,Random14,epithelium,733,40.0
chr10,-,21678011,21678012,0.0,Random14,epithelium,733,40.0
chr10,-,21678012,21678013,0.0,Random14,epithelium,733,40.0
chr10,-,21678016,21678017,0.0,Random14,epithelium,733,40.0
chr10,-,21678019,21678020,7.0,Random14,epithelium,733,40.0
chr10,-,21678023,21678024,7.0,Random14,epithelium,733,40.0
chr10,-,21678030,21678031,0.0,Random14,epithelium,733,40.0
chr10,-,21678036,21678037,0.0,Random14,epithelium,733,40.0
chr10,+,21678039,21678040,0.0,Random14,epithelium,733,40.0
chr10,+,21678042,21678043,0.0,Random14,epithelium,733,40.0
chr10,+,21678043,21678044,10.0,Random14,epithelium,733,40.0
chr10,+,21678044,21678045,0.0,Random14,epithelium,733,40.0
chr10,+,21678045,21678046,0.0,Random14,epithelium,733,40.0
chr10,-,21678051,21678052,0.0,Random14,epithelium,733,40.0
chr10,-,21678053,21678054,0.0,Random14,epithelium,733,40.0
chr10,-,21678060,21678061,0.0,Random14,epithelium,733,40.0
chr10,+,21678061,21678062,0.0,Random14,epithelium,733,40.0
chr10,-,21678065,21678066,0.0,Random14,epithelium,733,40.0
chr10,-,21678072,21678073,0.0,Random14,epithelium,733,40.0
chr10,+,21678074,21678075,0.0,Random14,epithelium,733,40.0
chr10,+,21678081,21678082,0.0,Random14,epithelium,733,40.0
chr10,-,21678089,21678090,0.0,Random14,epithelium,733,40.0
chr10,-,21678094,21678095,0.0,Random14,epithelium,733,40.0
chr10,+,21678095,21678096,0.0,Random14,epithelium,733,40.0
chr10,+,21678100,21678101,0.0,Random14,epithelium,733,40.0
chr10,+,21678105,21678106,0.0,Random14,epithelium,733,40.0
chr10,+,21678110,21678111,0.0,Random14,epithelium,733,40.0
chr10,+,21678115,21678116,0.0,Random14,epithelium,733,40.0
chr10,-,21678122,21678123,0.0,Random14,epithelium,733,40.0
chr10,-,21678124,21678125,0.0,Random14,epithelium,733,40.0
chr10,-,21678128,21678129,0.0,Random14,epithelium,733,40.0
chr10,-,21678130,21678131,0.0,Random14,epithelium,733,40.0
chr10,+,21678132,21678133,0.0,Random14,epithelium,733,40.0
chr10,-,21678135,21678136,0.0,Random14,epithelium,733,40.0
chr10,-,21678143,21678144,0.0,Random14,epithelium,733,40.0
chr10,-,21678149,21678150,0.0,Random14,epithelium,733,40.0
chr10,-,21678153,21678154,0.0,Random14,epithelium,733,40.0
chr10,-,21678155,21678156,0.0,Random14,epithelium,733,40.0
chr10,-,21678157,21678158,7.0,Random14,epithelium,733,40.0
chr10,-,21678160,21678161,7.0,Random14,epithelium,733,40.0
chr10,-,21678162,21678163,7.0,Random14,epithelium,733,40.0
chr10,-,21678163,21678164,0.0,Random14,epithelium,733,40.0
chr10,+,21678164,21678165,0.0,Random14,epithelium,733,40.0
chr10,+,21678170,21678171,0.0,Random14,epithelium,733,40.0
chr10,+,21678175,21678176,0.0,Random14,epithelium,733,40.0
chr10,+,21678177,21678178,0.0,Random14,epithelium,733,40.0
chr10,+,21678182,21678183,0.0,Random14,epithelium,733,40.0
chr10,+,21678183,21678184,0.0,Random14,epithelium,733,40.0
chr10,+,21678185,21678186,0.0,Random14,epithelium,733,40.0
chr10,+,21678186,21678187,0.0,Random14,epithelium,733,40.0
chr10,+,21678191,21678192,0.0,Random14,epithelium,733,40.0
chr10,+,21678192,21678193,0.0,Random14,epithelium,733,40.0
chr10,+,21678194,21678195,0.0,Random14,epithelium,733,40.0
chr10,-,21678199,21678200,0.0,Random14,epithelium,733,40.0
chr10,-,21678205,21678206,0.0,Random14,epithelium,733,40.0
chr10,+,21678211,21678212,0.0,Random14,epithelium,733,40.0
chr10,+,21678212,21678213,0.0,Random14,epithelium,733,40.0
chr10,+,21678213,21678214,0.0,Random14,epithelium,733,40.0
chr10,+,21678217,21678218,0.0,Random14,epithelium,733,40.0
chr10,+,21678218,21678219,0.0,Random14,epithelium,733,40.0
chr10,+,21678223,21678224,0.0,Random14,epithelium,733,40.0
chr10,+,21678224,21678225,0.0,Random14,epithelium,733,40.0
chr10,+,21678226,21678227,0.0,Random14,epithelium,733,40.0
chr10,+,21678227,21678228,0.0,Random14,epithelium,733,40.0
chr10,+,21678228,21678229,0.0,Random14,epithelium,733,40.0
chr10,-,21678231,21678232,0.0,Random14,epithelium,733,40.0
chr10,-,21678234,21678235,0.0,Random14,epithelium,733,40.0
chr10,-,21678238,21678239,0.0,Random14,epithelium,733,40.0
chr10,-,21678239,21678240,0.0,Random14,epithelium,733,40.0
chr10,+,21678241,21678242,0.0,Random14,epithelium,733,40.0
chr10,-,21678247,21678248,0.0,Random14,epithelium,733,40.0
chr10,-,21678249,21678250,0.0,Random14,epithelium,733,40.0
chr10,+,21678254,21678255,0.0,Random14,epithelium,733,40.0
chr10,+,21678255,21678256,0.0,Random14,epithelium,733,40.0
chr10,+,21678257,21678258,0.0,Random14,epithelium,733,40.0
chr10,+,21678258,21678259,0.0,Random14,epithelium,733,40.0
chr10,+,21678260,21678261,0.0,Random14,epithelium,733,40.0
chr10,+,21678262,21678263,0.0,Random14,epithelium,733,40.0
chr10,+,21678267,21678268,0.0,Random14,epithelium,733,40.0
chr10,-,21678276,21678277,0.0,Random14,epithelium,733,40.0
chr10,-,21678288,21678289,0.0,Random14,epithelium,733,40.0
chr10,-,21678290,21678291,0.0,Random14,epithelium,733,40.0
chr10,-,21678295,21678296,0.0,Random14,epithelium,733,40.0
chr10,-,21678296,21678297,0.0,Random14,epithelium,733,40.0
chr10,+,21678300,21678301,0.0,Random14,epithelium,733,40.0
chr10,+,21678302,21678303,0.0,Random14,epithelium,733,40.0
chr10,+,21678303,21678304,0.0,Random14,epithelium,733,40.0
chr10,-,21678306,21678307,6.0,Random14,epithelium,733,40.0
chr10,-,21678309,21678310,0.0,Random14,epithelium,733,40.0
chr10,-,21678310,21678311,0.0,Random14,epithelium,733,40.0
chr10,+,21678311,21678312,0.0,Random14,epithelium,733,40.0
chr10,-,21678315,21678316,0.0,Random14,epithelium,733,40.0
chr10,+,21678321,21678322,0.0,Random14,epithelium,733,40.0
chr10,+,21678323,21678324,0.0,Random14,epithelium,733,40.0
chr10,+,21678324,21678325,0.0,Random14,epithelium,733,40.0
chr10,+,21678327,21678328,0.0,Random14,epithelium,733,40.0
chr10,+,21678329,21678330,0.0,Random14,epithelium,733,40.0
chr10,-,21678332,21678333,0.0,Random14,epithelium,733,40.0
chr10,+,21678334,21678335,0.0,Random14,epithelium,733,40.0
chr10,+,21678335,21678336,0.0,Random14,epithelium,733,40.0
chr10,+,21678337,21678338,0.0,Random14,epithelium,733,40.0
chr10,-,21678340,21678341,0.0,Random14,epithelium,733,40.0
chr10,+,21678343,21678344,0.0,Random14,epithelium,733,40.0
chr10,+,21678344,21678345,0.0,Random14,epithelium,733,40.0
chr10,+,21678346,21678347,0.0,Random14,epithelium,733,40.0
chr10,+,21678350,21678351,0.0,Random14,epithelium,733,40.0
chr10,+,21678351,21678352,0.0,Random14,epithelium,733,40.0
chr10,+,21678356,21678357,0.0,Random14,epithelium,733,40.0
chr10,+,21678357,21678358,0.0,Random14,epithelium,733,40.0
chr10,+,21678361,21678362,0.0,Random14,epithelium,733,40.0
chr10,-,21678367,21678368,0.0,Random14,epithelium,733,40.0
chr10,-,21678371,21678372,0.0,Random14,epithelium,733,40.0
chr10,-,21678372,21678373,0.0,Random14,epithelium,733,40.0
chr10,-,21678380,21678381,0.0,Random14,epithelium,733,40.0
chr10,-,21678382,21678383,0.0,Random14,epithelium,733,40.0
chr10,-,21678384,21678385,0.0,Random14,epithelium,733,40.0
chr10,-,21678386,21678387,0.0,Random14,epithelium,733,40.0
chr10,+,21678387,21678388,0.0,Random14,epithelium,733,40.0
chr10,+,21678388,21678389,0.0,Random14,epithelium,733,40.0
chr10,-,21678393,21678394,0.0,Random14,epithelium,733,40.0
chr10,-,21678394,21678395,0.0,Random14,epithelium,733,40.0
chr10,+,21678395,21678396,0.0,Random14,epithelium,733,40.0
chr10,+,21678396,21678397,0.0,Random14,epithelium,733,40.0
chr10,+,21678400,21678401,0.0,Random14,epithelium,733,40.0
chr10,-,21678411,21678412,0.0,Random14,epithelium,733,40.0
chr10,+,21678412,21678413,0.0,Random14,epithelium,733,40.0
chr10,+,21678417,21678418,0.0,Random14,epithelium,733,40.0
chr10,-,21678420,21678421,0.0,Random14,epithelium,733,40.0
chr10,-,21678423,21678424,0.0,Random14,epithelium,733,40.0
chr10,-,21678434,21678435,0.0,Random14,epithelium,733,40.0
chr10,+,21678435,21678436,0.0,Random14,epithelium,733,40.0
chr10,-,21678444,21678445,0.0,Random14,epithelium,733,40.0
chr10,-,21678447,21678448,16.0,Random14,epithelium,733,40.0
chr10,-,21678452,21678453,0.0,Random14,epithelium,733,40.0
chr10,-,21678462,21678463,0.0,Random14,epithelium,733,40.0
chr10,-,21678465,21678466,0.0,Random14,epithelium,733,40.0
chr10,-,21678466,21678467,0.0,Random14,epithelium,733,40.0
chr10,-,21678471,21678472,0.0,Random14,epithelium,733,40.0
chr10,+,21678474,21678475,0.0,Random14,epithelium,733,40.0
chr10,-,21678477,21678478,0.0,Random14,epithelium,733,40.0
chr10,-,21678478,21678479,0.0,Random14,epithelium,733,40.0
chr10,-,21678480,21678481,0.0,Random14,epithelium,733,40.0
chr10,-,21678482,21678483,0.0,Random14,epithelium,733,40.0
chr10,-,21678483,21678484,0.0,Random14,epithelium,733,40.0
chr10,-,21678486,21678487,0.0,Random14,epithelium,733,40.0
chr10,-,21678491,21678492,0.0,Random14,epithelium,733,40.0
chr10,+,21678494,21678495,0.0,Random14,epithelium,733,40.0
chr10,-,21678498,21678499,0.0,Random14,epithelium,733,40.0
chr10,-,21678501,21678502,0.0,Random14,epithelium,733,40.0
chr10,-,21678504,21678505,0.0,Random14,epithelium,733,40.0
chr10,-,21678505,21678506,0.0,Random14,epithelium,733,40.0
chr10,-,21678511,21678512,0.0,Random14,epithelium,733,40.0
chr10,-,21678517,21678518,0.0,Random14,epithelium,733,40.0
chr10,-,21678518,21678519,0.0,Random14,epithelium,733,40.0
chr10,+,21678519,21678520,7.0,Random14,epithelium,733,40.0
chr10,+,21678520,21678521,0.0,Random14,epithelium,733,40.0
chr10,+,21678528,21678529,0.0,Random14,epithelium,733,40.0
chr10,-,21678536,21678537,0.0,Random14,epithelium,733,40.0
chr10,-,21678540,21678541,0.0,Random14,epithelium,733,40.0
chr10,-,21678545,21678546,0.0,Random14,epithelium,733,40.0
chr10,-,21678554,21678555,0.0,Random14,epithelium,733,40.0
chr10,-,21678556,21678557,0.0,Random14,epithelium,733,40.0
chr10,-,21678557,21678558,0.0,Random14,epithelium,733,40.0
chr10,-,21678558,21678559,0.0,Random14,epithelium,733,40.0
chr10,-,21678563,21678564,0.0,Random14,epithelium,733,40.0
chr10,+,21678564,21678565,0.0,Random14,epithelium,733,40.0
chr10,+,21678565,21678566,0.0,Random14,epithelium,733,40.0
chr10,-,21678572,21678573,0.0,Random14,epithelium,733,40.0
chr10,-,21678578,21678579,0.0,Random14,epithelium,733,40.0
chr10,-,21678581,21678582,0.0,Random14,epithelium,733,40.0
chr10,+,21678582,21678583,0.0,Random14,epithelium,733,40.0
chr10,-,21678585,21678586,0.0,Random14,epithelium,733,40.0
chr10,-,21678591,21678592,0.0,Random14,epithelium,733,40.0
chr10,-,21678593,21678594,0.0,Random14,epithelium,733,40.0
chr10,-,21678594,21678595,0.0,Random14,epithelium,733,40.0
chr10,+,21678595,21678596,0.0,Random14,epithelium,733,40.0
chr10,-,21678601,21678602,0.0,Random14,epithelium,733,40.0
chr10,-,21678604,21678605,0.0,Random14,epithelium,733,40.0
chr10,-,21678605,21678606,0.0,Random14,epithelium,733,40.0
chr10,-,21678607,21678608,16.0,Random14,epithelium,733,40.0
chr10,-,21678610,21678611,0.0,Random14,epithelium,733,40.0
chr10,-,21678617,21678618,0.0,Random14,epithelium,733,40.0
chr10,-,21678618,21678619,0.0,Random14,epithelium,733,40.0
chr10,-,21678619,21678620,0.0,Random14,epithelium,733,40.0
chr10,-,21678622,21678623,0.0,Random14,epithelium,733,40.0
chr10,-,21678623,21678624,0.0,Random14,epithelium,733,40.0
chr10,-,21678626,21678627,0.0,Random14,epithelium,733,40.0
chr10,-,21678627,21678628,0.0,Random14,epithelium,733,40.0
chr10,-,21678628,21678629,0.0,Random14,epithelium,733,40.0
chr10,+,21678631,21678632,0.0,Random14,epithelium,733,40.0
chr10,-,21678635,21678636,0.0,Random14,epithelium,733,40.0
chr10,-,21678637,21678638,0.0,Random14,epithelium,733,40.0
chr10,-,21678639,21678640,0.0,Random14,epithelium,733,40.0
chr10,-,21678646,21678647,0.0,Random14,epithelium,733,40.0
chr10,+,21678647,21678648,0.0,Random14,epithelium,733,40.0
chr10,-,21678657,21678658,0.0,Random14,epithelium,733,40.0
chr10,+,21678662,21678663,0.0,Random14,epithelium,733,40.0
chr10,-,21678672,21678673,0.0,Random14,epithelium,733,40.0
chr10,-,21678673,21678674,0.0,Random14,epithelium,733,40.0
chr10,+,21678674,21678675,0.0,Random14,epithelium,733,40.0
chr10,-,21678679,21678680,0.0,Random14,epithelium,733,40.0
chr10,+,21678682,21678683,0.0,Random14,epithelium,733,40.0
chr10,+,21678688,21678689,0.0,Random14,epithelium,733,40.0
chr10,+,21678698,21678699,0.0,Random14,epithelium,733,40.0
chr10,-,21678706,21678707,0.0,Random14,epithelium,733,40.0
chr10,+,21678707,21678708,0.0,Random14,epithelium,733,40.0
chr10,-,21678710,21678711,0.0,Random14,epithelium,733,40.0
chr10,+,21678714,21678715,7.0,Random14,epithelium,733,40.0
chr10,+,21678715,21678716,0.0,Random14,epithelium,733,40.0
chr10,-,21678721,21678722,0.0,Random14,epithelium,733,40.0
chr10,-,21678725,21678726,0.0,Random14,epithelium,733,40.0
chr10,-,23602361,23602362,0.0,Random45,epithelium,446,40.0
chr10,-,23602363,23602364,0.0,Random45,epithelium,446,40.0
chr10,-,23602365,23602366,0.0,Random45,epithelium,446,40.0
chr10,-,23602367,23602368,0.0,Random45,epithelium,446,40.0
chr10,-,23602368,23602369,0.0,Random45,epithelium,446,40.0
chr10,+,23602369,23602370,10.0,Random45,epithelium,446,40.0
chr10,+,23602370,23602371,0.0,Random45,epithelium,446,40.0
chr10,+,23602372,23602373,0.0,Random45,epithelium,446,40.0
chr10,-,23602375,23602376,0.0,Random45,epithelium,446,40.0
chr10,+,23602377,23602378,0.0,Random45,epithelium,446,40.0
chr10,+,23602384,23602385,0.0,Random45,epithelium,446,40.0
chr10,+,23602385,23602386,0.0,Random45,epithelium,446,40.0
chr10,+,23602387,23602388,0.0,Random45,epithelium,446,40.0
chr10,+,23602388,23602389,0.0,Random45,epithelium,446,40.0
chr10,-,23602391,23602392,0.0,Random45,epithelium,446,40.0
chr10,+,23602394,23602395,0.0,Random45,epithelium,446,40.0
chr10,+,23602395,23602396,0.0,Random45,epithelium,446,40.0
chr10,-,23602398,23602399,0.0,Random45,epithelium,446,40.0
chr10,-,23602406,23602407,0.0,Random45,epithelium,446,40.0
chr10,-,23602410,23602411,9.0,Random45,epithelium,446,40.0
chr10,+,23602411,23602412,0.0,Random45,epithelium,446,40.0
chr10,-,23602421,23602422,0.0,Random45,epithelium,446,40.0
chr10,+,23602423,23602424,0.0,Random45,epithelium,446,40.0
chr10,-,23602434,23602435,0.0,Random45,epithelium,446,40.0
chr10,-,23602437,23602438,0.0,Random45,epithelium,446,40.0
chr10,-,23602443,23602444,0.0,Random45,epithelium,446,40.0
chr10,-,23602456,23602457,0.0,Random45,epithelium,446,40.0
chr10,-,23602464,23602465,0.0,Random45,epithelium,446,40.0
chr10,-,23602465,23602466,0.0,Random45,epithelium,446,40.0
chr10,-,23602471,23602472,0.0,Random45,epithelium,446,40.0
chr10,-,23602478,23602479,0.0,Random45,epithelium,446,40.0
chr10,-,23602486,23602487,0.0,Random45,epithelium,446,40.0
chr10,-,23602487,23602488,0.0,Random45,epithelium,446,40.0
chr10,+,23602499,23602500,0.0,Random45,epithelium,446,40.0
chr10,+,23602500,23602501,0.0,Random45,epithelium,446,40.0
chr10,+,23602506,23602507,0.0,Random45,epithelium,446,40.0
chr10,-,23602511,23602512,0.0,Random45,epithelium,446,40.0
chr10,+,23602513,23602514,0.0,Random45,epithelium,446,40.0
chr10,+,23602516,23602517,0.0,Random45,epithelium,446,40.0
chr10,+,23602523,23602524,0.0,Random45,epithelium,446,40.0
chr10,+,23602529,23602530,0.0,Random45,epithelium,446,40.0
chr10,+,23602530,23602531,0.0,Random45,epithelium,446,40.0
chr10,+,23602531,23602532,0.0,Random45,epithelium,446,40.0
chr10,-,23602541,23602542,0.0,Random45,epithelium,446,40.0
chr10,-,23602543,23602544,0.0,Random45,epithelium,446,40.0
chr10,+,23602545,23602546,0.0,Random45,epithelium,446,40.0
chr10,-,23602555,23602556,0.0,Random45,epithelium,446,40.0
chr10,+,23602556,23602557,0.0,Random45,epithelium,446,40.0
chr10,-,23602562,23602563,6.0,Random45,epithelium,446,40.0
chr10,-,23602564,23602565,0.0,Random45,epithelium,446,40.0
chr10,-,23602566,23602567,0.0,Random45,epithelium,446,40.0
chr10,-,23602570,23602571,0.0,Random45,epithelium,446,40.0
chr10,+,23602571,23602572,0.0,Random45,epithelium,446,40.0
chr10,+,23602573,23602574,0.0,Random45,epithelium,446,40.0
chr10,+,23602579,23602580,0.0,Random45,epithelium,446,40.0
chr10,+,23602580,23602581,0.0,Random45,epithelium,446,40.0
chr10,+,23602581,23602582,0.0,Random45,epithelium,446,40.0
chr10,+,23602582,23602583,0.0,Random45,epithelium,446,40.0
chr10,-,23602585,23602586,0.0,Random45,epithelium,446,40.0
chr10,+,23602588,23602589,0.0,Random45,epithelium,446,40.0
chr10,+,23602589,23602590,0.0,Random45,epithelium,446,40.0
chr10,+,23602591,23602592,0.0,Random45,epithelium,446,40.0
chr10,+,23602592,23602593,0.0,Random45,epithelium,446,40.0
chr10,-,23602596,23602597,0.0,Random45,epithelium,446,40.0
chr10,+,23602597,23602598,0.0,Random45,epithelium,446,40.0
chr10,-,23602600,23602601,0.0,Random45,epithelium,446,40.0
chr10,-,23602601,23602602,0.0,Random45,epithelium,446,40.0
chr10,-,23602602,23602603,0.0,Random45,epithelium,446,40.0
chr10,-,23602603,23602604,0.0,Random45,epithelium,446,40.0
chr10,-,23602605,23602606,0.0,Random45,epithelium,446,40.0
chr10,-,23602614,23602615,0.0,Random45,epithelium,446,40.0
chr10,-,23602615,23602616,0.0,Random45,epithelium,446,40.0
chr10,-,23602617,23602618,0.0,Random45,epithelium,446,40.0
chr10,-,23602618,23602619,0.0,Random45,epithelium,446,40.0
chr10,-,23602620,23602621,0.0,Random45,epithelium,446,40.0
chr10,-,23602625,23602626,0.0,Random45,epithelium,446,40.0
chr10,+,23602629,23602630,0.0,Random45,epithelium,446,40.0
chr10,+,23602630,23602631,0.0,Random45,epithelium,446,40.0
chr10,-,23602642,23602643,0.0,Random45,epithelium,446,40.0
chr10,-,23602644,23602645,0.0,Random45,epithelium,446,40.0
chr10,-,23602648,23602649,0.0,Random45,epithelium,446,40.0
chr10,-,23602649,23602650,0.0,Random45,epithelium,446,40.0
chr10,-,23602650,23602651,0.0,Random45,epithelium,446,40.0
chr10,-,23602651,23602652,0.0,Random45,epithelium,446,40.0
chr10,-,23602657,23602658,0.0,Random45,epithelium,446,40.0
chr10,+,23602665,23602666,0.0,Random45,epithelium,446,40.0
chr10,-,23602670,23602671,7.0,Random45,epithelium,446,40.0
chr10,-,23602671,23602672,0.0,Random45,epithelium,446,40.0
chr10,+,23602680,23602681,0.0,Random45,epithelium,446,40.0
chr10,-,23602686,23602687,0.0,Random45,epithelium,446,40.0
chr10,-,23602687,23602688,0.0,Random45,epithelium,446,40.0
chr10,+,23602688,23602689,0.0,Random45,epithelium,446,40.0
chr10,+,23602702,23602703,0.0,Random45,epithelium,446,40.0
chr10,+,23602705,23602706,0.0,Random45,epithelium,446,40.0
chr10,-,23602709,23602710,0.0,Random45,epithelium,446,40.0
chr10,+,23602710,23602711,0.0,Random45,epithelium,446,40.0
chr10,+,23602711,23602712,0.0,Random45,epithelium,446,40.0
chr10,+,23602712,23602713,0.0,Random45,epithelium,446,40.0
chr10,-,23602715,23602716,0.0,Random45,epithelium,446,40.0
chr10,+,23602716,23602717,0.0,Random45,epithelium,446,40.0
chr10,+,23602723,23602724,0.0,Random45,epithelium,446,40.0
chr10,+,23602725,23602726,0.0,Random45,epithelium,446,40.0
chr10,+,23602729,23602730,0.0,Random45,epithelium,446,40.0
chr10,+,23602730,23602731,0.0,Random45,epithelium,446,40.0
chr10,+,23602731,23602732,0.0,Random45,epithelium,446,40.0
chr10,+,23602732,23602733,0.0,Random45,epithelium,446,40.0
chr10,+,23602736,23602737,0.0,Random45,epithelium,446,40.0
chr10,+,23602739,23602740,0.0,Random45,epithelium,446,40.0
chr10,+,23602740,23602741,0.0,Random45,epithelium,446,40.0
chr10,+,23602742,23602743,0.0,Random45,epithelium,446,40.0
chr10,+,23602744,23602745,0.0,Random45,epithelium,446,40.0
chr10,+,23602745,23602746,0.0,Random45,epithelium,446,40.0
chr10,-,23602748,23602749,0.0,Random45,epithelium,446,40.0
chr10,-,23602752,23602753,0.0,Random45,epithelium,446,40.0
chr10,-,23602753,23602754,0.0,Random45,epithelium,446,40.0
chr10,+,23602755,23602756,0.0,Random45,epithelium,446,40.0
